date,jobcountry,indeed_job_postings_index,variable,display_name
2020-02-20,FR,128.92,new postings,"IT Infrastructure, Operations & Support"
2020-02-21,FR,103.63,total postings,"IT Infrastructure, Operations & Support"
2020-02-21,FR,122.15,new postings,"IT Infrastructure, Operations & Support"
2020-02-22,FR,103.27,total postings,"IT Infrastructure, Operations & Support"
2020-02-22,FR,117.18,new postings,"IT Infrastructure, Operations & Support"
2020-02-23,FR,102.93,total postings,"IT Infrastructure, Operations & Support"
2020-02-23,FR,112.01,new postings,"IT Infrastructure, Operations & Support"
2020-02-24,FR,102.82,total postings,"IT Infrastructure, Operations & Support"
2020-02-24,FR,106.53,new postings,"IT Infrastructure, Operations & Support"
2020-02-25,FR,103.13,total postings,"IT Infrastructure, Operations & Support"
2020-02-25,FR,104.78,new postings,"IT Infrastructure, Operations & Support"
2020-02-26,FR,103.59,total postings,"IT Infrastructure, Operations & Support"
2020-02-26,FR,105.98,new postings,"IT Infrastructure, Operations & Support"
2020-02-27,FR,103.98,total postings,"IT Infrastructure, Operations & Support"
2020-02-27,FR,107.82,new postings,"IT Infrastructure, Operations & Support"
2020-02-28,FR,104.85,total postings,"IT Infrastructure, Operations & Support"
2020-02-28,FR,110.75,new postings,"IT Infrastructure, Operations & Support"
2020-02-29,FR,105.38,total postings,"IT Infrastructure, Operations & Support"
2020-02-29,FR,110.01,new postings,"IT Infrastructure, Operations & Support"
2020-03-01,FR,105.84,total postings,"IT Infrastructure, Operations & Support"
2020-03-01,FR,109.04,new postings,"IT Infrastructure, Operations & Support"
2020-03-02,FR,106.24,total postings,"IT Infrastructure, Operations & Support"
2020-03-02,FR,107.99,new postings,"IT Infrastructure, Operations & Support"
2020-03-03,FR,106.41,total postings,"IT Infrastructure, Operations & Support"
2020-03-03,FR,106.04,new postings,"IT Infrastructure, Operations & Support"
2020-03-04,FR,106.66,total postings,"IT Infrastructure, Operations & Support"
2020-03-04,FR,104.61,new postings,"IT Infrastructure, Operations & Support"
2020-03-05,FR,106.57,total postings,"IT Infrastructure, Operations & Support"
2020-03-05,FR,102.31,new postings,"IT Infrastructure, Operations & Support"
2020-03-06,FR,106.18,total postings,"IT Infrastructure, Operations & Support"
2020-03-06,FR,99.61,new postings,"IT Infrastructure, Operations & Support"
2020-03-07,FR,105.75,total postings,"IT Infrastructure, Operations & Support"
2020-03-07,FR,98.58,new postings,"IT Infrastructure, Operations & Support"
2020-03-08,FR,105.37,total postings,"IT Infrastructure, Operations & Support"
2020-03-08,FR,97.87,new postings,"IT Infrastructure, Operations & Support"
2020-03-09,FR,104.98,total postings,"IT Infrastructure, Operations & Support"
2020-03-09,FR,97.41,new postings,"IT Infrastructure, Operations & Support"
2020-03-10,FR,105.09,total postings,"IT Infrastructure, Operations & Support"
2020-03-10,FR,97.28,new postings,"IT Infrastructure, Operations & Support"
2020-03-11,FR,105.1,total postings,"IT Infrastructure, Operations & Support"
2020-03-11,FR,95.92,new postings,"IT Infrastructure, Operations & Support"
2020-03-12,FR,105.3,total postings,"IT Infrastructure, Operations & Support"
2020-03-12,FR,95.27,new postings,"IT Infrastructure, Operations & Support"
2020-03-13,FR,105.64,total postings,"IT Infrastructure, Operations & Support"
2020-03-13,FR,94.6,new postings,"IT Infrastructure, Operations & Support"
2020-03-14,FR,105.92,total postings,"IT Infrastructure, Operations & Support"
2020-03-14,FR,94.26,new postings,"IT Infrastructure, Operations & Support"
2020-03-15,FR,106.1,total postings,"IT Infrastructure, Operations & Support"
2020-03-15,FR,93.9,new postings,"IT Infrastructure, Operations & Support"
2020-03-16,FR,106.0,total postings,"IT Infrastructure, Operations & Support"
2020-03-16,FR,93.14,new postings,"IT Infrastructure, Operations & Support"
2020-03-17,FR,105.46,total postings,"IT Infrastructure, Operations & Support"
2020-03-17,FR,90.83,new postings,"IT Infrastructure, Operations & Support"
2020-03-18,FR,104.63,total postings,"IT Infrastructure, Operations & Support"
2020-03-18,FR,86.93,new postings,"IT Infrastructure, Operations & Support"
2020-03-19,FR,103.54,total postings,"IT Infrastructure, Operations & Support"
2020-03-19,FR,81.27,new postings,"IT Infrastructure, Operations & Support"
2020-03-20,FR,102.35,total postings,"IT Infrastructure, Operations & Support"
2020-03-20,FR,74.28,new postings,"IT Infrastructure, Operations & Support"
2020-03-21,FR,101.23,total postings,"IT Infrastructure, Operations & Support"
2020-03-21,FR,66.71,new postings,"IT Infrastructure, Operations & Support"
2020-03-22,FR,100.02,total postings,"IT Infrastructure, Operations & Support"
2020-03-22,FR,57.97,new postings,"IT Infrastructure, Operations & Support"
2020-03-23,FR,99.02,total postings,"IT Infrastructure, Operations & Support"
2020-03-23,FR,49.79,new postings,"IT Infrastructure, Operations & Support"
2020-03-24,FR,98.1,total postings,"IT Infrastructure, Operations & Support"
2020-03-24,FR,44.9,new postings,"IT Infrastructure, Operations & Support"
2020-03-25,FR,97.21,total postings,"IT Infrastructure, Operations & Support"
2020-03-25,FR,42.29,new postings,"IT Infrastructure, Operations & Support"
2020-03-26,FR,96.35,total postings,"IT Infrastructure, Operations & Support"
2020-03-26,FR,41.05,new postings,"IT Infrastructure, Operations & Support"
2020-03-27,FR,95.5,total postings,"IT Infrastructure, Operations & Support"
2020-03-27,FR,42.73,new postings,"IT Infrastructure, Operations & Support"
2020-03-28,FR,94.62,total postings,"IT Infrastructure, Operations & Support"
2020-03-28,FR,44.64,new postings,"IT Infrastructure, Operations & Support"
2020-03-29,FR,93.78,total postings,"IT Infrastructure, Operations & Support"
2020-03-29,FR,47.39,new postings,"IT Infrastructure, Operations & Support"
2020-03-30,FR,92.98,total postings,"IT Infrastructure, Operations & Support"
2020-03-30,FR,49.94,new postings,"IT Infrastructure, Operations & Support"
2020-03-31,FR,92.21,total postings,"IT Infrastructure, Operations & Support"
2020-03-31,FR,49.71,new postings,"IT Infrastructure, Operations & Support"
2020-04-01,FR,91.56,total postings,"IT Infrastructure, Operations & Support"
2020-04-01,FR,49.75,new postings,"IT Infrastructure, Operations & Support"
2020-04-02,FR,91.05,total postings,"IT Infrastructure, Operations & Support"
2020-04-02,FR,48.7,new postings,"IT Infrastructure, Operations & Support"
2020-04-03,FR,90.37,total postings,"IT Infrastructure, Operations & Support"
2020-04-03,FR,45.51,new postings,"IT Infrastructure, Operations & Support"
2020-04-04,FR,89.72,total postings,"IT Infrastructure, Operations & Support"
2020-04-04,FR,43.16,new postings,"IT Infrastructure, Operations & Support"
2020-04-05,FR,89.14,total postings,"IT Infrastructure, Operations & Support"
2020-04-05,FR,40.84,new postings,"IT Infrastructure, Operations & Support"
2020-04-06,FR,88.56,total postings,"IT Infrastructure, Operations & Support"
2020-04-06,FR,38.35,new postings,"IT Infrastructure, Operations & Support"
2020-04-07,FR,87.61,total postings,"IT Infrastructure, Operations & Support"
2020-04-07,FR,37.0,new postings,"IT Infrastructure, Operations & Support"
2020-04-08,FR,86.64,total postings,"IT Infrastructure, Operations & Support"
2020-04-08,FR,34.86,new postings,"IT Infrastructure, Operations & Support"
2020-04-09,FR,85.49,total postings,"IT Infrastructure, Operations & Support"
2020-04-09,FR,32.61,new postings,"IT Infrastructure, Operations & Support"
2020-04-10,FR,84.41,total postings,"IT Infrastructure, Operations & Support"
2020-04-10,FR,30.6,new postings,"IT Infrastructure, Operations & Support"
2020-04-11,FR,82.96,total postings,"IT Infrastructure, Operations & Support"
2020-04-11,FR,27.91,new postings,"IT Infrastructure, Operations & Support"
2020-04-12,FR,81.53,total postings,"IT Infrastructure, Operations & Support"
2020-04-12,FR,24.61,new postings,"IT Infrastructure, Operations & Support"
2020-04-13,FR,80.29,total postings,"IT Infrastructure, Operations & Support"
2020-04-13,FR,21.42,new postings,"IT Infrastructure, Operations & Support"
2020-04-14,FR,79.35,total postings,"IT Infrastructure, Operations & Support"
2020-04-14,FR,19.11,new postings,"IT Infrastructure, Operations & Support"
2020-04-15,FR,78.47,total postings,"IT Infrastructure, Operations & Support"
2020-04-15,FR,17.97,new postings,"IT Infrastructure, Operations & Support"
2020-04-16,FR,77.51,total postings,"IT Infrastructure, Operations & Support"
2020-04-16,FR,17.98,new postings,"IT Infrastructure, Operations & Support"
2020-04-17,FR,76.38,total postings,"IT Infrastructure, Operations & Support"
2020-04-17,FR,17.91,new postings,"IT Infrastructure, Operations & Support"
2020-04-18,FR,75.55,total postings,"IT Infrastructure, Operations & Support"
2020-04-18,FR,18.04,new postings,"IT Infrastructure, Operations & Support"
2020-04-19,FR,74.86,total postings,"IT Infrastructure, Operations & Support"
2020-04-19,FR,18.85,new postings,"IT Infrastructure, Operations & Support"
2020-04-20,FR,74.19,total postings,"IT Infrastructure, Operations & Support"
2020-04-20,FR,20.31,new postings,"IT Infrastructure, Operations & Support"
2020-04-21,FR,73.7,total postings,"IT Infrastructure, Operations & Support"
2020-04-21,FR,22.52,new postings,"IT Infrastructure, Operations & Support"
2020-04-22,FR,73.17,total postings,"IT Infrastructure, Operations & Support"
2020-04-22,FR,24.37,new postings,"IT Infrastructure, Operations & Support"
2020-04-23,FR,72.74,total postings,"IT Infrastructure, Operations & Support"
2020-04-23,FR,26.53,new postings,"IT Infrastructure, Operations & Support"
2020-04-24,FR,72.69,total postings,"IT Infrastructure, Operations & Support"
2020-04-24,FR,29.99,new postings,"IT Infrastructure, Operations & Support"
2020-04-25,FR,72.69,total postings,"IT Infrastructure, Operations & Support"
2020-04-25,FR,33.92,new postings,"IT Infrastructure, Operations & Support"
2020-04-26,FR,72.64,total postings,"IT Infrastructure, Operations & Support"
2020-04-26,FR,37.52,new postings,"IT Infrastructure, Operations & Support"
2020-04-27,FR,72.58,total postings,"IT Infrastructure, Operations & Support"
2020-04-27,FR,40.9,new postings,"IT Infrastructure, Operations & Support"
2020-04-28,FR,72.45,total postings,"IT Infrastructure, Operations & Support"
2020-04-28,FR,42.98,new postings,"IT Infrastructure, Operations & Support"
2020-04-29,FR,72.4,total postings,"IT Infrastructure, Operations & Support"
2020-04-29,FR,44.6,new postings,"IT Infrastructure, Operations & Support"
2020-04-30,FR,72.46,total postings,"IT Infrastructure, Operations & Support"
2020-04-30,FR,45.1,new postings,"IT Infrastructure, Operations & Support"
2020-05-01,FR,72.4,total postings,"IT Infrastructure, Operations & Support"
2020-05-01,FR,44.86,new postings,"IT Infrastructure, Operations & Support"
2020-05-02,FR,72.42,total postings,"IT Infrastructure, Operations & Support"
2020-05-02,FR,45.62,new postings,"IT Infrastructure, Operations & Support"
2020-05-03,FR,72.35,total postings,"IT Infrastructure, Operations & Support"
2020-05-03,FR,45.59,new postings,"IT Infrastructure, Operations & Support"
2020-05-04,FR,72.17,total postings,"IT Infrastructure, Operations & Support"
2020-05-04,FR,45.82,new postings,"IT Infrastructure, Operations & Support"
2020-05-05,FR,71.71,total postings,"IT Infrastructure, Operations & Support"
2020-05-05,FR,44.61,new postings,"IT Infrastructure, Operations & Support"
2020-05-06,FR,71.34,total postings,"IT Infrastructure, Operations & Support"
2020-05-06,FR,42.56,new postings,"IT Infrastructure, Operations & Support"
2020-05-07,FR,70.95,total postings,"IT Infrastructure, Operations & Support"
2020-05-07,FR,42.19,new postings,"IT Infrastructure, Operations & Support"
2020-05-08,FR,70.51,total postings,"IT Infrastructure, Operations & Support"
2020-05-08,FR,42.06,new postings,"IT Infrastructure, Operations & Support"
2020-05-09,FR,69.89,total postings,"IT Infrastructure, Operations & Support"
2020-05-09,FR,40.01,new postings,"IT Infrastructure, Operations & Support"
2020-05-10,FR,69.33,total postings,"IT Infrastructure, Operations & Support"
2020-05-10,FR,39.19,new postings,"IT Infrastructure, Operations & Support"
2020-05-11,FR,68.88,total postings,"IT Infrastructure, Operations & Support"
2020-05-11,FR,37.36,new postings,"IT Infrastructure, Operations & Support"
2020-05-12,FR,68.77,total postings,"IT Infrastructure, Operations & Support"
2020-05-12,FR,37.34,new postings,"IT Infrastructure, Operations & Support"
2020-05-13,FR,68.41,total postings,"IT Infrastructure, Operations & Support"
2020-05-13,FR,37.9,new postings,"IT Infrastructure, Operations & Support"
2020-05-14,FR,68.1,total postings,"IT Infrastructure, Operations & Support"
2020-05-14,FR,39.03,new postings,"IT Infrastructure, Operations & Support"
2020-05-15,FR,67.98,total postings,"IT Infrastructure, Operations & Support"
2020-05-15,FR,42.12,new postings,"IT Infrastructure, Operations & Support"
2020-05-16,FR,68.03,total postings,"IT Infrastructure, Operations & Support"
2020-05-16,FR,45.13,new postings,"IT Infrastructure, Operations & Support"
2020-05-17,FR,68.12,total postings,"IT Infrastructure, Operations & Support"
2020-05-17,FR,49.69,new postings,"IT Infrastructure, Operations & Support"
2020-05-18,FR,68.11,total postings,"IT Infrastructure, Operations & Support"
2020-05-18,FR,53.39,new postings,"IT Infrastructure, Operations & Support"
2020-05-19,FR,68.06,total postings,"IT Infrastructure, Operations & Support"
2020-05-19,FR,56.9,new postings,"IT Infrastructure, Operations & Support"
2020-05-20,FR,67.89,total postings,"IT Infrastructure, Operations & Support"
2020-05-20,FR,60.86,new postings,"IT Infrastructure, Operations & Support"
2020-05-21,FR,67.8,total postings,"IT Infrastructure, Operations & Support"
2020-05-21,FR,62.25,new postings,"IT Infrastructure, Operations & Support"
2020-05-22,FR,67.7,total postings,"IT Infrastructure, Operations & Support"
2020-05-22,FR,59.55,new postings,"IT Infrastructure, Operations & Support"
2020-05-23,FR,67.64,total postings,"IT Infrastructure, Operations & Support"
2020-05-23,FR,56.56,new postings,"IT Infrastructure, Operations & Support"
2020-05-24,FR,67.41,total postings,"IT Infrastructure, Operations & Support"
2020-05-24,FR,51.37,new postings,"IT Infrastructure, Operations & Support"
2020-05-25,FR,67.28,total postings,"IT Infrastructure, Operations & Support"
2020-05-25,FR,48.45,new postings,"IT Infrastructure, Operations & Support"
2020-05-26,FR,67.14,total postings,"IT Infrastructure, Operations & Support"
2020-05-26,FR,45.45,new postings,"IT Infrastructure, Operations & Support"
2020-05-27,FR,67.03,total postings,"IT Infrastructure, Operations & Support"
2020-05-27,FR,42.39,new postings,"IT Infrastructure, Operations & Support"
2020-05-28,FR,66.8,total postings,"IT Infrastructure, Operations & Support"
2020-05-28,FR,40.82,new postings,"IT Infrastructure, Operations & Support"
2020-05-29,FR,66.57,total postings,"IT Infrastructure, Operations & Support"
2020-05-29,FR,43.05,new postings,"IT Infrastructure, Operations & Support"
2020-05-30,FR,66.64,total postings,"IT Infrastructure, Operations & Support"
2020-05-30,FR,45.82,new postings,"IT Infrastructure, Operations & Support"
2020-05-31,FR,66.84,total postings,"IT Infrastructure, Operations & Support"
2020-05-31,FR,50.71,new postings,"IT Infrastructure, Operations & Support"
2020-06-01,FR,66.89,total postings,"IT Infrastructure, Operations & Support"
2020-06-01,FR,55.08,new postings,"IT Infrastructure, Operations & Support"
2020-06-02,FR,66.94,total postings,"IT Infrastructure, Operations & Support"
2020-06-02,FR,57.7,new postings,"IT Infrastructure, Operations & Support"
2020-06-03,FR,67.22,total postings,"IT Infrastructure, Operations & Support"
2020-06-03,FR,60.14,new postings,"IT Infrastructure, Operations & Support"
2020-06-04,FR,67.48,total postings,"IT Infrastructure, Operations & Support"
2020-06-04,FR,61.53,new postings,"IT Infrastructure, Operations & Support"
2020-06-05,FR,67.8,total postings,"IT Infrastructure, Operations & Support"
2020-06-05,FR,61.8,new postings,"IT Infrastructure, Operations & Support"
2020-06-06,FR,67.88,total postings,"IT Infrastructure, Operations & Support"
2020-06-06,FR,62.65,new postings,"IT Infrastructure, Operations & Support"
2020-06-07,FR,67.93,total postings,"IT Infrastructure, Operations & Support"
2020-06-07,FR,61.11,new postings,"IT Infrastructure, Operations & Support"
2020-06-08,FR,68.03,total postings,"IT Infrastructure, Operations & Support"
2020-06-08,FR,59.34,new postings,"IT Infrastructure, Operations & Support"
2020-06-09,FR,68.21,total postings,"IT Infrastructure, Operations & Support"
2020-06-09,FR,60.47,new postings,"IT Infrastructure, Operations & Support"
2020-06-10,FR,68.61,total postings,"IT Infrastructure, Operations & Support"
2020-06-10,FR,62.3,new postings,"IT Infrastructure, Operations & Support"
2020-06-11,FR,69.06,total postings,"IT Infrastructure, Operations & Support"
2020-06-11,FR,65.71,new postings,"IT Infrastructure, Operations & Support"
2020-06-12,FR,69.39,total postings,"IT Infrastructure, Operations & Support"
2020-06-12,FR,68.17,new postings,"IT Infrastructure, Operations & Support"
2020-06-13,FR,69.7,total postings,"IT Infrastructure, Operations & Support"
2020-06-13,FR,69.6,new postings,"IT Infrastructure, Operations & Support"
2020-06-14,FR,70.05,total postings,"IT Infrastructure, Operations & Support"
2020-06-14,FR,71.22,new postings,"IT Infrastructure, Operations & Support"
2020-06-15,FR,70.35,total postings,"IT Infrastructure, Operations & Support"
2020-06-15,FR,72.75,new postings,"IT Infrastructure, Operations & Support"
2020-06-16,FR,70.4,total postings,"IT Infrastructure, Operations & Support"
2020-06-16,FR,73.01,new postings,"IT Infrastructure, Operations & Support"
2020-06-17,FR,70.11,total postings,"IT Infrastructure, Operations & Support"
2020-06-17,FR,71.62,new postings,"IT Infrastructure, Operations & Support"
2020-06-18,FR,69.84,total postings,"IT Infrastructure, Operations & Support"
2020-06-18,FR,68.74,new postings,"IT Infrastructure, Operations & Support"
2020-06-19,FR,69.54,total postings,"IT Infrastructure, Operations & Support"
2020-06-19,FR,66.57,new postings,"IT Infrastructure, Operations & Support"
2020-06-20,FR,69.27,total postings,"IT Infrastructure, Operations & Support"
2020-06-20,FR,64.3,new postings,"IT Infrastructure, Operations & Support"
2020-06-21,FR,68.98,total postings,"IT Infrastructure, Operations & Support"
2020-06-21,FR,62.28,new postings,"IT Infrastructure, Operations & Support"
2020-06-22,FR,68.73,total postings,"IT Infrastructure, Operations & Support"
2020-06-22,FR,60.99,new postings,"IT Infrastructure, Operations & Support"
2020-06-23,FR,68.72,total postings,"IT Infrastructure, Operations & Support"
2020-06-23,FR,59.27,new postings,"IT Infrastructure, Operations & Support"
2020-06-24,FR,68.9,total postings,"IT Infrastructure, Operations & Support"
2020-06-24,FR,59.54,new postings,"IT Infrastructure, Operations & Support"
2020-06-25,FR,69.08,total postings,"IT Infrastructure, Operations & Support"
2020-06-25,FR,61.17,new postings,"IT Infrastructure, Operations & Support"
2020-06-26,FR,69.29,total postings,"IT Infrastructure, Operations & Support"
2020-06-26,FR,62.72,new postings,"IT Infrastructure, Operations & Support"
2020-06-27,FR,69.48,total postings,"IT Infrastructure, Operations & Support"
2020-06-27,FR,66.08,new postings,"IT Infrastructure, Operations & Support"
2020-06-28,FR,69.63,total postings,"IT Infrastructure, Operations & Support"
2020-06-28,FR,69.65,new postings,"IT Infrastructure, Operations & Support"
2020-06-29,FR,69.75,total postings,"IT Infrastructure, Operations & Support"
2020-06-29,FR,72.49,new postings,"IT Infrastructure, Operations & Support"
2020-06-30,FR,69.76,total postings,"IT Infrastructure, Operations & Support"
2020-06-30,FR,74.82,new postings,"IT Infrastructure, Operations & Support"
2020-07-01,FR,69.68,total postings,"IT Infrastructure, Operations & Support"
2020-07-01,FR,76.7,new postings,"IT Infrastructure, Operations & Support"
2020-07-02,FR,69.61,total postings,"IT Infrastructure, Operations & Support"
2020-07-02,FR,77.49,new postings,"IT Infrastructure, Operations & Support"
2020-07-03,FR,69.56,total postings,"IT Infrastructure, Operations & Support"
2020-07-03,FR,77.77,new postings,"IT Infrastructure, Operations & Support"
2020-07-04,FR,69.41,total postings,"IT Infrastructure, Operations & Support"
2020-07-04,FR,76.85,new postings,"IT Infrastructure, Operations & Support"
2020-07-05,FR,69.34,total postings,"IT Infrastructure, Operations & Support"
2020-07-05,FR,76.07,new postings,"IT Infrastructure, Operations & Support"
2020-07-06,FR,69.22,total postings,"IT Infrastructure, Operations & Support"
2020-07-06,FR,75.25,new postings,"IT Infrastructure, Operations & Support"
2020-07-07,FR,68.91,total postings,"IT Infrastructure, Operations & Support"
2020-07-07,FR,74.41,new postings,"IT Infrastructure, Operations & Support"
2020-07-08,FR,68.92,total postings,"IT Infrastructure, Operations & Support"
2020-07-08,FR,73.13,new postings,"IT Infrastructure, Operations & Support"
2020-07-09,FR,68.68,total postings,"IT Infrastructure, Operations & Support"
2020-07-09,FR,71.94,new postings,"IT Infrastructure, Operations & Support"
2020-07-10,FR,68.17,total postings,"IT Infrastructure, Operations & Support"
2020-07-10,FR,71.09,new postings,"IT Infrastructure, Operations & Support"
2020-07-11,FR,67.49,total postings,"IT Infrastructure, Operations & Support"
2020-07-11,FR,70.9,new postings,"IT Infrastructure, Operations & Support"
2020-07-12,FR,66.81,total postings,"IT Infrastructure, Operations & Support"
2020-07-12,FR,70.23,new postings,"IT Infrastructure, Operations & Support"
2020-07-13,FR,66.19,total postings,"IT Infrastructure, Operations & Support"
2020-07-13,FR,69.51,new postings,"IT Infrastructure, Operations & Support"
2020-07-14,FR,65.83,total postings,"IT Infrastructure, Operations & Support"
2020-07-14,FR,69.61,new postings,"IT Infrastructure, Operations & Support"
2020-07-15,FR,65.35,total postings,"IT Infrastructure, Operations & Support"
2020-07-15,FR,69.82,new postings,"IT Infrastructure, Operations & Support"
2020-07-16,FR,64.97,total postings,"IT Infrastructure, Operations & Support"
2020-07-16,FR,69.69,new postings,"IT Infrastructure, Operations & Support"
2020-07-17,FR,64.88,total postings,"IT Infrastructure, Operations & Support"
2020-07-17,FR,69.87,new postings,"IT Infrastructure, Operations & Support"
2020-07-18,FR,65.08,total postings,"IT Infrastructure, Operations & Support"
2020-07-18,FR,69.2,new postings,"IT Infrastructure, Operations & Support"
2020-07-19,FR,65.26,total postings,"IT Infrastructure, Operations & Support"
2020-07-19,FR,68.61,new postings,"IT Infrastructure, Operations & Support"
2020-07-20,FR,65.63,total postings,"IT Infrastructure, Operations & Support"
2020-07-20,FR,68.68,new postings,"IT Infrastructure, Operations & Support"
2020-07-21,FR,65.98,total postings,"IT Infrastructure, Operations & Support"
2020-07-21,FR,69.47,new postings,"IT Infrastructure, Operations & Support"
2020-07-22,FR,66.2,total postings,"IT Infrastructure, Operations & Support"
2020-07-22,FR,69.94,new postings,"IT Infrastructure, Operations & Support"
2020-07-23,FR,66.52,total postings,"IT Infrastructure, Operations & Support"
2020-07-23,FR,70.46,new postings,"IT Infrastructure, Operations & Support"
2020-07-24,FR,66.87,total postings,"IT Infrastructure, Operations & Support"
2020-07-24,FR,70.63,new postings,"IT Infrastructure, Operations & Support"
2020-07-25,FR,67.16,total postings,"IT Infrastructure, Operations & Support"
2020-07-25,FR,71.52,new postings,"IT Infrastructure, Operations & Support"
2020-07-26,FR,67.39,total postings,"IT Infrastructure, Operations & Support"
2020-07-26,FR,72.72,new postings,"IT Infrastructure, Operations & Support"
2020-07-27,FR,67.44,total postings,"IT Infrastructure, Operations & Support"
2020-07-27,FR,73.58,new postings,"IT Infrastructure, Operations & Support"
2020-07-28,FR,67.46,total postings,"IT Infrastructure, Operations & Support"
2020-07-28,FR,73.48,new postings,"IT Infrastructure, Operations & Support"
2020-07-29,FR,67.47,total postings,"IT Infrastructure, Operations & Support"
2020-07-29,FR,73.23,new postings,"IT Infrastructure, Operations & Support"
2020-07-30,FR,67.43,total postings,"IT Infrastructure, Operations & Support"
2020-07-30,FR,73.54,new postings,"IT Infrastructure, Operations & Support"
2020-07-31,FR,67.42,total postings,"IT Infrastructure, Operations & Support"
2020-07-31,FR,73.67,new postings,"IT Infrastructure, Operations & Support"
2020-08-01,FR,67.44,total postings,"IT Infrastructure, Operations & Support"
2020-08-01,FR,73.47,new postings,"IT Infrastructure, Operations & Support"
2020-08-02,FR,67.4,total postings,"IT Infrastructure, Operations & Support"
2020-08-02,FR,73.14,new postings,"IT Infrastructure, Operations & Support"
2020-08-03,FR,67.54,total postings,"IT Infrastructure, Operations & Support"
2020-08-03,FR,72.76,new postings,"IT Infrastructure, Operations & Support"
2020-08-04,FR,67.95,total postings,"IT Infrastructure, Operations & Support"
2020-08-04,FR,73.67,new postings,"IT Infrastructure, Operations & Support"
2020-08-05,FR,68.77,total postings,"IT Infrastructure, Operations & Support"
2020-08-05,FR,75.27,new postings,"IT Infrastructure, Operations & Support"
2020-08-06,FR,69.89,total postings,"IT Infrastructure, Operations & Support"
2020-08-06,FR,76.62,new postings,"IT Infrastructure, Operations & Support"
2020-08-07,FR,70.94,total postings,"IT Infrastructure, Operations & Support"
2020-08-07,FR,77.25,new postings,"IT Infrastructure, Operations & Support"
2020-08-08,FR,72.09,total postings,"IT Infrastructure, Operations & Support"
2020-08-08,FR,79.37,new postings,"IT Infrastructure, Operations & Support"
2020-08-09,FR,73.19,total postings,"IT Infrastructure, Operations & Support"
2020-08-09,FR,81.16,new postings,"IT Infrastructure, Operations & Support"
2020-08-10,FR,74.18,total postings,"IT Infrastructure, Operations & Support"
2020-08-10,FR,82.9,new postings,"IT Infrastructure, Operations & Support"
2020-08-11,FR,74.92,total postings,"IT Infrastructure, Operations & Support"
2020-08-11,FR,82.96,new postings,"IT Infrastructure, Operations & Support"
2020-08-12,FR,75.3,total postings,"IT Infrastructure, Operations & Support"
